record_type,record_id,entity_a,entity_b,source_a,source_b,field,value_a,value_b,severity
relationship,1016,Ghislaine Maxwell,Cheri Lynch,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1020,Ghislaine Maxwell,Naomi Campbell,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1037,Ghislaine Maxwell,Chauntae Davies,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1042,Ghislaine Maxwell,Jerry Goldsmith,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1048,Ghislaine Maxwell,Manuela Stoetter,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1053,Ghislaine Maxwell,Adriana Ross,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1054,Ghislaine Maxwell,Dana Burns,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1056,Ghislaine Maxwell,Bill Hammond,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1057,Ghislaine Maxwell,Adrian Mucinska,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1059,Ghislaine Maxwell,Igor Zinoviev,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1064,Alan Dershowitz,Sarah Kellen,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1071,Alan Dershowitz,Tatiana Kovylina,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1140,Trump,Eva Dubin,corpus,rhowardstone,relationship_type,co_occurrence,traveled_with,low
relationship,1357,Lynn Forester,Heather Mann,epstein-docs,rhowardstone,relationship_type,co_documented,traveled_with,low
relationship,1715,Jeffrey Epstein,Leon Black,corpus,rhowardstone,relationship_type,co_occurrence,paid_by,low
relationship,1717,Jeffrey Epstein,Wilbur Ross,corpus,rhowardstone,relationship_type,co_occurrence,communicated_with,low
relationship,1718,Hillary Clinton,Dominique Strauss-Kahn,corpus,rhowardstone,relationship_type,co_occurrence,communicated_with,low
relationship,1734,Jeffrey Epstein,Sarah Kellen,doc-explorer,rhowardstone,relationship_type,employed,employed_by,low
relationship,1735,Jeffrey Epstein,Nadia Marcinkova,doc-explorer,rhowardstone,relationship_type,employed,employed_by,low
relationship,1736,Jeffrey Epstein,Lesley Groff,corpus,rhowardstone,relationship_type,co_occurrence,employed_by,low
relationship,1738,Jeffrey Epstein,Dominique Strauss-Kahn,corpus,rhowardstone,relationship_type,co_occurrence,represented_by,low
relationship,1740,Ghislaine Maxwell,Eva Dubin,corpus,doc-explorer,relationship_type,co_occurrence,had sexual encounter with victim facilitated by,low
relationship,1741,Ghislaine Maxwell,Jean-Luc Brunel,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1742,Ghislaine Maxwell,Sarah Kellen,doc-explorer,rhowardstone,relationship_type,reported to,associated_with,low
relationship,1743,Ghislaine Maxwell,Virginia Giuffre,corpus,rhowardstone,relationship_type,co_occurrence,recruited_by,low
relationship,1746,Juan Alessi,Jeffrey Epstein,epstein-docs,rhowardstone,relationship_type,co_documented,employed_by,low
relationship,1752,Jeffrey Epstein,Sophie Biddle,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1753,Jeffrey Epstein,Gwendolyn Beck,doc-explorer,rhowardstone,relationship_type,sent email to,associated_with,low
relationship,1754,Ghislaine Maxwell,Gwendolyn Beck,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1772,Ghislaine Maxwell,Sophie Biddle,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1775,Jeffrey Epstein,Passenger (1),corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1791,Jeffrey Epstein,Ira Zicherman,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1797,Jeffrey Epstein,Felicia Taylor,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1801,Jeffrey Epstein,Celina Midelfart,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1807,Jeffrey Epstein,Jeff Schantz,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1810,Jeffrey Epstein,Joel Pashcow,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1848,Jeffrey Epstein,Jack Robertson,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1850,Jeffrey Epstein,Heather Mann,doc-explorer,rhowardstone,relationship_type,sent email to,associated_with,low
relationship,1857,Ghislaine Maxwell,Alberto Pinto,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1858,Jeffrey Epstein,Emmy Tayler,doc-explorer,rhowardstone,relationship_type,kept photographs of,associated_with,low
relationship,1859,Ghislaine Maxwell,Emmy Tayler,doc-explorer,rhowardstone,relationship_type,withdrew to office with,associated_with,low
relationship,1865,Ghislaine Maxwell,Gary Kerney,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1868,Jeffrey Epstein,Mandy Ellison,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1883,Ghislaine Maxwell,Doug Schoettle,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1901,Jeffrey Epstein,Oliver Sachs,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1906,Ghislaine Maxwell,Linda Pinto,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1908,Jeffrey Epstein,Nadia Bjorlin,doc-explorer,rhowardstone,relationship_type,groomed and exploited,associated_with,low
relationship,1909,Ghislaine Maxwell,Nadia Bjorlin,doc-explorer,rhowardstone,relationship_type,recruited from vulnerable family situation,associated_with,low
relationship,1914,Ghislaine Maxwell,Shannon Healy,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1918,Jeffrey Epstein,Shannon Healy,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1923,Jeffrey Epstein,Lynn Fontanella,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1924,Jeffrey Epstein,Gary Roxburgh,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1926,Ghislaine Maxwell,Gary Roxburgh,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1927,Jeffrey Epstein,Adam PerryLang,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1928,Ghislaine Maxwell,Adam PerryLang,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1949,Jeffrey Epstein,Shelley Lewis,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1951,Ghislaine Maxwell,Tiffany Gramza,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1965,Jeffrey Epstein,Shelly Harrison,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1966,Ghislaine Maxwell,Shelly Harrison,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1974,Jeffrey Epstein,Peter Marino,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1975,Jeffrey Epstein,Kelly Spamm,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1979,Ghislaine Maxwell,Joe Pagano,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1980,Ghislaine Maxwell,Kelly Spamm,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,1988,Virginia Giuffre,Emmy Tayler,doc-explorer,rhowardstone,relationship_type,identified presence of,associated_with,low
relationship,2005,Jeffrey Epstein,Ed Tuttle,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2006,Ghislaine Maxwell,Ed Tuttle,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2011,Ghislaine Maxwell,Marvin Minsky,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2012,Ghislaine Maxwell,Henry Jarecki,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2024,Ghislaine Maxwell,Sheridan Gibson,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2041,Jeffrey Epstein,Chauntae Davies,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2049,Jeffrey Epstein,Susan Hamblin,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2059,Jeffrey Epstein,Andrea Mitrovich,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2064,Ghislaine Maxwell,Andrea Mitrovich,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2067,Jeffrey Epstein,Nadia Marcinkova,doc-explorer,rhowardstone,relationship_type,visited,associated_with,low
relationship,2068,Jeffrey Epstein,Teala Davies,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2078,Ghislaine Maxwell,Teala Davies,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2080,Jeffrey Epstein,Doug Band,doc-explorer,rhowardstone,relationship_type,maintained contact info for,associated_with,low
relationship,2092,Ghislaine Maxwell,Doug Band,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2094,Jeffrey Epstein,Ira Magaziner,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2095,Ghislaine Maxwell,Ira Magaziner,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2108,Ghislaine Maxwell,Nadia Marcinkova,doc-explorer,rhowardstone,relationship_type,recruited and transported,associated_with,low
relationship,2109,Ghislaine Maxwell,Larry Visoski,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2128,Jeffrey Epstein,Larry Morrison,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2140,Jeffrey Epstein,Aline Weber,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2147,Alan Dershowitz,Larry Visoski,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2149,Ghislaine Maxwell,Larry Morrison,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2161,Larry Summers,Larry Visoski,doc-explorer,rhowardstone,relationship_type,testified that,associated_with,low
relationship,2197,"Andrew, Duke of York",Sarah Kellen,doc-explorer,rhowardstone,relationship_type,testified about,associated_with,low
relationship,2206,Ghislaine Maxwell,David Mullen,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2207,Jeffrey Epstein,Adriana Ross,doc-explorer,rhowardstone,relationship_type,provided name of,associated_with,low
relationship,2219,Jeffrey Epstein,Dana Burns,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2230,Jeffrey Epstein,Bill Hammond,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2235,Jeffrey Epstein,Tatiana Kovylina,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2247,Ghislaine Maxwell,Tatiana Kovylina,corpus,rhowardstone,relationship_type,co_occurrence,associated_with,low
relationship,2261,Ghislaine Maxwell,Trump,doc-explorer,rhowardstone,relationship_type,forwarded article about,associated_with,low
relationship,2310,Jeffrey Epstein,Joseph Recarey,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2311,Barry Krischer,Jeffrey Epstein,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2317,Jeffrey Epstein,Richard Berman,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2318,Jeffrey Epstein,Alison J. Nathan,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2321,Ghislaine Maxwell,Richard Berman,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2322,Ghislaine Maxwell,Alison J. Nathan,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2331,Alexander Acosta,Jeffrey Epstein,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2332,Marie Villafana,Jeffrey Epstein,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2341,Ghislaine Maxwell,Reid Weingarten,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2345,Ghislaine Maxwell,Lara Elizabeth Pomerantz,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2349,Ghislaine Maxwell,Farmer,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2350,Ghislaine Maxwell,Sigrid McCawley,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2384,Ghislaine Maxwell,Laura Menninger,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2386,Ghislaine Maxwell,Jeffrey S. Pagliuca,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2388,Ghislaine Maxwell,Mark Stewart Cohen,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2392,Jeffrey Epstein,Mark Stewart Cohen,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2394,Jeffrey Epstein,Jeffrey S. Pagliuca,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2395,Jeffrey Epstein,Laura Menninger,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2400,Ghislaine Maxwell,William JULIÉ,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2402,Ghislaine Maxwell,Hans Peterson,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2413,Ghislaine Maxwell,José A. Cabranes,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2414,Jeffrey Epstein,José A. Cabranes,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2416,Henry Pittman,Jeffrey Epstein,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2422,Ghislaine Maxwell,Virginia Giuffre,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2424,Ghislaine Maxwell,Paul Cassell,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2425,Ghislaine Maxwell,James Christe,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2426,Ghislaine Maxwell,Leslie Fagin,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2471,Ghislaine Maxwell,Richard C. Wesley,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2472,Ghislaine Maxwell,"Raymond J. Lohier, Jr.",corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2480,Jeffrey Epstein,(b)(6); (b)(7)(C),corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2482,Ghislaine Maxwell,Sophia Papapetru,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2486,Ghislaine Maxwell,Martin Weinberg,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2497,Jeffrey Epstein,Virginia Giuffre,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
relationship,2501,Jeffrey Epstein,M. Roberts,corpus,epstein-docs,relationship_type,co_occurrence,co_documented,low
